clean_text,Sentiment
fantastic read,1
niceread,1
okread,1
superread,1
cheapest originalread,1
two piece got damaged single matchtotally waste money read,0
okayread,1
good long lasting flight shuttlecock id goodread,1
poor qualityread,0
nice flowerread,1
goodread,1
quick delivery genuine productread,1
ball quite good dont buy bought box three goodread,0
wastread,0
nice productread,1
loved itread,1
goodread,1
enjoyed playing itread,1
good productread,1
yonex mavis nylon shuttle best quality read,1
excellentread,1
best product price one cork last upto match u play prpoerlyread,1
superb nice productsread,1
original productread,1
goodread,1
nice mavisread,1
goodread,1
super productread,1
goodread,1
greatread,1
good quality long life hard get simalar shuttleread,1
quickly gone use new shuttle everyday roughfly gamesread,1
good productread,1
best market durable good pathread,1
nice long lasting shuttle recommendedread,1
classy game feel strung sound wile hitting corkzzz thats really awesomeread,1
settle mavis given good got quickly according thank muchread,1
goodread,1
genuine product fk delivery super fastread,1
goodread,1
niceread,1
goodread,1
good oneread,1
thank youread,1
thank much sir solving problemread,1
superread,1
last two time delivered cork original quality time low quality disappointedread,0
goodread,1
nice read,1
normalread,1
goodread,1
need tube moreread,1
recieved bad quality product usually shuttle last day entire box lasted less week better buy shopsread,0
far good update review monthread,1
must buyread,1
nice shuttle long run game good door wellread,1
best shuttleusing shuttle past year recommend trying many shuttle found best one long lasting durableread,1
goodread,1
excellent flight perfect daily practiceread,1
goodread,1
good productread,1
ok goodread,1
excellentread,1
good shuttle fast delivery flipkartread,1
shuttle poor quality getting damaged sooni doubt duplicateread,1
superb shuttleread,1
niceread,1
everything fine shuttlecock except durabilityread,1
wowfantasticthanks flipkartread,1
vvvv goodread,1
super qualityread,1
didnt expected quality product quality shuttle similar rupee shuttle even didnt refunded money wastage moneyread,0
quality durability lownot even match withstood compared guess provided old stock problem new stock whch old stockread,0
nice shuttleread,1
goodread,1
item describedread,1
goodread,1
satisfiedread,1
good productread,1
good qualityread,1
awesomeread,1
goodread,1
good read,1
okread,1
best shuttle go read,1
nice productread,1
awesome purchaseread,1
nice product totally slowread,1
good productread,1
niceread,1
goodread,1
shuttle way faster within knock overall seems better sure authenticity shuttle price could little lesserread,1
fantastickread,1
supperread,1
got real item chance replacementread,1
price highread,0
corck need better lot small holesread,1
goodread,1
good qualityread,1
wery good productread,1
super itemread,1
good product quality read,1
durable one shuttle last week since im intermediate last long usualread,1
good durable shuttleread,1
super good qulityread,1
goodread,1
absolutely amazing product great beginner one shuttle almost last daysread,1
nice productsread,1
superb product flipkartread,1
superread,1
waooooovery nicereally like read,1
okayread,1
nice expectedread,1
good qualityread,1
terrible experience shuttle even lasted straight gamesread,0
worth money buy online outside may costly read,1
niceread,1
worst quality ever buy dancing flyingvery disappointedread,0
nice productread,1
price terribly highread,1
superb nice onevalue moneyread,1
nothing say itbt doubt original yonex bcz coke life shortread,1
nice productread,1
goodread,1
good productread,1
nice shuttle advance player thanks flipkartread,1
low qualityread,0
nice expected productread,1
goodread,1
geniuen product buy thanks flipkart yonexread,1
goodread,1
thanku flipkartread,1
niceread,1
good qualityread,1
superread,1
good oneread,1
go itread,1
trustworthy sellerread,1
excellentread,1
good qualityread,1
thank flipkartread,1
goodread,1
product aspected greatread,1
mavis beat option shuttle level playersread,1
good productread,1
awesomemust buyread,1
good productread,1
excellentread,0
good product discounted price got read,1
simply awesomeread,1
gudread,1
good productread,1
nice product price highread,1
niceread,1
perfectread,1
excellentread,1
superread,1
amazing cocread,1
nice workread,1
niceread,1
niceread,1
good product bought shopsread,1
goodread,1
nice product delivered ontimeread,1
time good deliveryread,1
price highread,1
nice oneread,1
por qualityread,0
good quality shuttle good begineer intermediate player one shuttle last day matter extreme play net without net local styleread,1
useless shuttle cant play one single game one shuttle recommend waste money westeless shuttle never buy price high quality lowread,0
copy productread,0
good productread,1
goodread,1
niceread,1
brand good know packet good worse quality givenread,0
price highread,1
price highread,1
greatread,1
good read,0
super read,1
really niceread,1
good productread,1
niceread,1
original qualityread,1
awesomeread,1
product goodread,1
best bigineersread,1
nice read,1
longlasting unlike shuttleread,1
nice productread,1
shuttle broken within one day worst productread,0
excellentread,1
mavis best shuttle ive ever played withread,1
fabulous product everread,1
nice product read,1
nice productread,1
good qualityread,0
kudos delivery quick well packaged product greatread,1
goodread,1
good productread,1
nice productread,1
perfect playread,1
excellent shuttle alwaysread,1
nice original genuine product supplied flipkartread,1
bad qualityread,0
good shuttleread,1
value moneyread,1
good orginal product thanks flipkartread,1
quality nice greatread,1
satisfactory onlyread,1
goodread,1
nice shuttle team played well using negative point outdoors shuttle lose stabilityread,1
good fast delivery superread,1
good arn link retailer product googread,1
worth moneyread,1
best shuttlesread,1
perfect shuttle indoor last long good qualityread,1
nice productread,1
niceread,1
goodread,0
nice shuttlesread,1
original good qualityread,1
nice productread,1
superbread,1
delightedread,1
fast deliveryand good quality shuttlesread,1
nice productread,1
niceread,1
goodread,1
nice product good quality price little highread,1
shuttle okread,0
disappointed one shuttle proper rest swingingread,0
okread,0
good quality shuttesread,1
badread,0
originalread,1
niceread,1
nice superread,1
best quality product thanks flipkartread,1
goodread,1
originalread,1
lasting smash read,1
niceread,1
poor productread,0
high price compare product better buy similar product lining lower priceread,1
good qualityread,1
genuine productread,1
awesome read,1
fast devery thanks flipkartread,1
supperread,1
goodread,1
quality good price high excellent quality reliable tooread,1
goodread,1
niceread,1
wowread,1
nice real shuttle yonexread,1
goodread,1
rely tq flpcartread,1
originalread,1
got original cheaper local marketread,1
super quality productread,1
ok good productread,1
goodread,1
excellentread,1
sooperread,1
amazing offer genuine productsread,1
better brand segmentread,1
good quality thanks flipkartread,1
super product love itread,1
good itemsread,1
excellentmaread,1
fastest ever delivery ever recieved ordered yesterday received today thanks flipkart genuine productread,1
shuttle give nice controlread,1
nice productread,1
goodread,1
niceread,1
goodread,1
actually previous shuttle goodbut time bottom damaged fastread,1
value moneyread,1
awesome productread,1
goodread,1
superread,1
good product reasonable priceread,1
superread,1
cork bad qualityread,1
excellent purchase job perfectly problem felt flying speed little less compared mavis shuttle purchased side ilread,1
looking second qualityread,0
nice shuttlesread,1
good quality satisfied paidread,1
using product racquet broken fastread,1
goodread,1
nice productread,1
reached time goodread,1
averageread,1
goodread,1
worth money nice productread,1
niceread,1
satisfiedread,1
good productread,1
product lower quality compare previous lock productread,1
awesome productbest qualityread,1
delivered fast product high qualityread,1
good one recievedread,1
good product price highread,1
worth priceread,1
nice productread,1
super super niceread,1
product bit costly regular shuttle new sport didnt clear idea whether itll last longer experiment assure best quality get price point go whole box last month regular playerread,1
nice durableread,1
original producti love itread,1
goodread,1
okread,1
okayread,1
fantasticread,1
goodread,1
shttles good quality doesnt look authentic local market shuttle much better durableread,1
goodread,1
original product intermediate good youread,1
super good playingread,1
excellentoriginal qualityfast delivery even situationtq fkmlipcartread,1
worthread,1
good productread,1
nice durableread,1
good qualityread,1
goodread,1
gud shuttle read,1
good qualityread,1
pandemic time product yonex mavis easy find sport store demand single piece please buy product got price quality good go itread,1
great product read,1
thanks flipcartread,1
goodread,1
value moneyread,1
good qualtyread,1
goodread,1
goodread,1
awesomeread,1
original product yonexread,1
goodread,1
nice quality brilliant good conditionread,1
goodread,1
good productread,1
nice productread,1
wowread,1
good delivery service product also awesomeread,1
niceread,1
bestread,1
good productread,1
shuttle good two waste moneyread,1
yah bad better shuttle player r beginner extraordinary playersread,1
checked code yonex sunrise indiafound product genuine quick decent delivery serviceread,1
nice shuttle mavis good shuttle little costly problem better mavis worthyread,1
goodread,1
goodread,1
product good price worthyread,1
good professional productread,1
goodread,1
niceread,1
super shuttleread,1
good quality like purchased sport centerread,1
jst awesomeread,1
supperread,1
super productread,1
nice productread,1
super durable shotsread,1
good productread,1
good productread,1
soon brokenread,1
get timeread,0
fast delivery corona pandemic something unbelievableread,1
goodread,1
product goodread,1
goodread,1
good original yonex shuttleread,1
goodread,1
nice product fast deliveryread,1
nicread,1
good onesread,1
superread,1
niceread,1
best nylon shuttle outdoor indoorread,1
normal item qualityread,1
good productread,1
perfect day usage oneworth purchase read,1
goodread,1
nice durableread,1
worth product value moneyread,1
quality goodread,1
perfectly pure qualityread,1
go itread,1
nice pack go value money thnks flipkartread,1
fast delivery best qualityread,0
thank flipkart quality product standard deliveryread,1
quality doesnt missed anywhereread,1
good productread,1
thisbis good product price much price read,1
classic chumma chiseledread,1
excellent productread,1
good productread,1
niceread,1
quality goodread,1
goodread,1
product bad quality good expected earlier bought product used shuttle week product sure got damaged day please check needful asapread,0
goodread,1
quality product good cork broken within one hoursread,1
goodread,1
goodread,1
niceread,1
niceread,1
shuttlecock compete one term flight durability exactness well balancedread,1
good productread,1
firstly yonex best company badminton shuttle better yonex read,1
goodread,1
good productthank flipkartread,1
unbeatableread,1
timed delivery satisfyingread,1
niceread,1
price would around betterread,1
niceread,1
satisfiedread,1
ok fineread,1
good term durabilityread,1
good qualityread,1
nice shuttle played game far without baby damage shuttle last another gamesread,1
nice productread,1
well satisfiedi greatful flipkarthope future order also deliver right goodsthankuread,1
good qualityread,1
goodread,1
original product going waste money feel free buy read,1
superread,1
best seeread,1
shuttle missingread,0
nice productsread,1
good productread,1
quality excellentread,1
perfectread,1
nyc productread,1
nothing much tellalways best product badminton read,0
goodread,1
product good qualityread,1
nice productread,1
quality shuttle wasnt upto mark also started deteriorating match onlyread,1
awesomeread,1
goodread,1
orgread,1
niceread,1
happy good product yonex mavis nylon shuttleread,1
coolread,1
greatread,1
satisfiedread,1
niceread,1
good shuttle defensive play better intermediate playersbeginner mavis bestread,1
niceread,1
although genuine product durability lessread,1
nice product durableread,1
nice product delivery delayread,1
genuine product read,1
waste product suggest people bay flipkartread,0
used productsread,0
durability good expected usually last daysread,1
good best productread,1
goodread,1
worst experience purchaseread,0
goodread,1
long lastingread,1
superread,1
good qualityread,1
supperread,1
nice productread,1
awesomeread,1
good product price higher sideread,1
goodread,1
good one problem daysread,1
nice qualityread,1
superread,1
best durability little slow similar flight feather shuttle tournament graderead,1
usual awesome best among shuttle brandsread,1
supperbread,1
excellent productread,1
niceread,1
awsmread,1
niceread,1
great qualityread,1
goodread,1
nice productsafe deliveryread,1
excellent productread,1
goodread,1
goodread,1
okread,1
nice oneread,1
quality goodread,1
original product got happy deliveryread,1
good service also nice read,1
generally base broke shuttleread,1
goodread,1
original shuttle great experienceread,1
item good qualityread,1
goodread,1
good oneread,1
nice read,1
goodread,1
fineread,1
excellentread,1
excellentread,1
original product good qualityread,1
shuttle good u play normally last week since mostly smash usually serious play lasting day would say go itread,1
nice service fast delivery appropriate item like line storesread,1
good read,1
inside shuttle local brand abysmal qualityread,0
goodread,1
must buyread,1
thanks niceread,1
superread,1
best shuttlecock playing indoor well use outdoor gamingread,1
good productread,1
goodread,1
good productread,1
best qualityread,1
great dealread,1
got genuine yonex productread,1
good quality expectedread,1
goodread,1
nice product advance deliveryread,1
superread,1
superread,1
good qualityread,1
super shuttlevery strong slowread,1
goodread,1
lovedread,1
niceread,1
grt butprice increasing day day read,1
excellent product worth moneyread,1
go good qualityread,1
good quality read,1
good qualityread,1
good bt price somewhat market priceread,1
niceread,1
good read,1
nice oneread,1
super product plastic seal brokenread,1
good quality product price increased little bitread,1
great qualityread,1
yonex coack good badmintonread,1
goodread,1
mavis good productread,1
niceread,1
lil bit costly durableread,1
goodread,1
shuttle damaged otherwise okayread,1
powerread,0
best shuttleread,1
avarageread,1
best productread,1
nice oneread,1
superbbbbbread,1
goodread,1
soo badread,0
goodread,1
original awesomeread,1
nice productread,1
goodread,1
bestbest qualityread,1
good qualityread,1
good productread,1
good quality rate little higherread,1
durableread,1
nice productread,1
much costread,1
good product best qualityread,1
always bestread,1
good quality shuttle indoor play go itread,1
good must buy read,1
product niceread,1
goodread,1
must buyread,1
shuttle box crushed badread,0
good product love itread,1
good oneread,1
super qualityread,1
goodread,1
good price lowerread,1
niceread,1
nice shuttle good balancing shuttleread,1
best product beginner playing outsideread,1
genuineread,1
slow worstread,0
goodread,1
good productread,1
product good cap wasnt good long lasting shuttleread,1
fireread,1
super fast delivery un expectedread,1
superread,1
excellent playread,1
ultimate shuttleread,1
superread,1
genuine good productread,1
nice oneread,1
good product nd good pack thank flipkartread,1
super productread,1
less durable piece gone three daysread,1
bad product corcks ccracked onesread,0
original shuttle niceread,1
niceread,1
good qualityread,1
quality poooooorread,1
overall good product however found one shuttle mark revolving like bullet waste money sure vendor selling genuine product allread,1
nice gm niceread,1
goodread,1
super productread,1
nice mark quality durabilityread,1
goodread,1
gooodread,1
nice shuttleread,1
best consistent shuttle cork regular player original product delivered shuttle used junior tournament across worldread,1
superread,1
genuine purchaseread,1
shuttle green fast enjoying game little push lift shuttle going outread,0
absolutely originalread,1
veryread,1
genuine productread,1
good quality originalread,1
good qualityread,1
really good quality shuttlesread,1
goodread,1
supebread,1
bad productread,0
good productread,1
outstandingread,1
goodread,1
good qualityread,1
indie best plastic shuttle every player like lockdown price highread,1
goodread,1
superread,1
dont buy putting adrenex shuttle inside return policyread,0
base shuttle good damagedread,0
superread,1
damagedread,1
nceread,1
excellent productread,1
worst experienceread,0
quality goodread,0
happy usebut give discountread,1
average quality productread,1
good shuttleread,1
original product thanksread,1
time around quality low pack didnt last hour probably nd quality nobody pay market price nd qualityread,1
service good lateread,1
good prread,1
quality much difference buy shop flipkartread,0
product quality good price bit highread,1
overall good small hole cork may caused insectsread,1
waste product dont buy product every cork properly fixedread,0
good original shuttleread,1
good okread,0
good qualityread,1
superread,1
fantastic original yonex hologram package fantasticread,1
costly original shuttle rotating badlyread,0
originalread,1
nice shuttleread,1
good onegot timethanks flipkartread,1
niceread,1
product good price isread,1
excellent condition shuttlecock timely delivery genuine product quality assured flipcartread,1
durableread,1
good productread,1
goodread,1
niceread,1
worst recieved damaged product waste moneyread,0
suitable indoor badminton standard player hated iam interest buy product againread,0
good product doubt originalread,1
good productread,1
received genuine yonex mavis verified scratch coderead,1
perfect shuttleread,1
look good durability worstread,1
shuttle box quite good long lastingread,1
goodread,1
checked piece got original thank sellerread,1
got defected piecesread,0
okread,1
good oneread,1
nice product read,1
good qualityread,1
goodread,1
good costlyread,1
good one dont bayread,0
good always getting expensive every purchase read,1
received package good condition shuttle goodread,0
flipkart assured really goodread,1
average ratingread,1
gud qualityread,1
wonderful shuttle play indoor outdoor alsoread,1
good qualytiread,1
much costlyread,1
cheaf qualityread,1
superbread,1
good prdt got read,1
niceread,1
expectedread,1
used order many time time quality goodread,1
rate highread,1
nice product everybody buyread,1
good productread,1
superbread,1
good qualityread,1
good gameread,1
goodread,1
goodread,0
goodread,1
goodread,1
good product genuine read,1
looseread,0
niceread,1
niceread,1
shuttle really good friend playing hitting hard smash everyday shuttle life week buy itread,1
product quality nice delivery delay absolutely disgustingread,1
goodread,1
nice flipkart read,1
totally waste money poor quality shuttle slow moving cant even play single game one shuttleread,0
best productread,1
goodread,1
storeread,1
worth money good qualityread,1
durability superread,1
good original speed qualityread,1
goodread,1
good quality reasonable price fast deliveryread,1
goodread,1
liked muchread,1
super rate highread,1
nice productread,1
good sooperread,1
great productread,1
nice productread,1
bad qualityread,0
worth money always flipkart familythank uread,1
badread,1
okread,1
original quality one shuttle last atleast set intermediate levelread,1
bad qualityshuttle life badread,0
bad qualityread,0
best beginnersread,1
ive delivered original sealedthey awesomeread,1
one six speed others suit indoorread,1
good qualityread,1
poor qualityread,1
good qwalityread,1
good quality genuine product yonex read,1
good came excellent packagingread,1
goodread,1
good productread,1
goodread,1
nice productread,1
nice product slow deliveredread,1
niceread,1
great shuttle practice lasting set heavy playread,1
good read,1
good oneread,1
original shuttle timely deliveryread,1
superbread,1
best king king shuttlecockread,1
bad quality suggested low level playersread,0
product delivered good within timethank flipcartread,1
felt authenticread,1
brand remain awesome delivery scheduleread,1
poor quality shuttle head come easilyhopeless product disappointingread,0
amazing genuine product best pricego ahead without thoughtread,1
goodread,1
nice product nd nce deliveryread,1
nycread,1
playing going like rocket speed ground speed cork highread,0
almost sameread,1
goodread,1
good quality value moneyread,1
superread,1
niceread,1
goodread,1
goodread,1
superread,1
goodread,1
shuttle good condition even one game shuttle start wobble doesnt feel like mavis feel like cheap knockoff yonexread,0
good qualityread,1
quality bad tho time shuttle became useless hourvery bad shuttle separated never expected flipkartread,0
excellent quality shuttleread,1
goodread,1
product packing goodread,1
shuttle unbalanced flightrest goodread,1
shuttle good easily get worn gamesread,1
goodread,1
good original onescan understand higher price due current demand price still less compared retail outlet cityread,1
worst shuttle started wobbling first game buyread,0
awesomeread,1
amazing product fully satisfied love flipkart marry meread,1
slow shuttle old material kidsread,0
good shuttle outdoor long lastingread,1
goodread,1
super qualityread,1
niceread,1
superb fresh articleread,1
really good product yes really nylon shuttleread,1
original oneread,1
goodread,1
fast delivery thankqread,1
received good quality productread,1
niceread,1
goodread,0
goodread,1
good productread,1
niceread,1
good qualityread,1
good productread,1
great experience product worthyread,1
superread,1
good productread,1
niceread,1
nice withstands long compared mavis mavis anyone choose one long durabilityread,1
niceread,1
goodread,1
shuttle defectiveread,0
delivery boy good workread,1
original sureread,1
good qualityread,0
good shuttleread,1
excellentread,1
good packing quick delivery flipkart drawback price highread,1
goodread,1
goodread,1
original mavis shuttle nice packing quick deliveryread,1
nice completely genuine read,1
superb quality super fast deliveryread,1
prompt delivery product goodread,1
nice productread,1
good qltyread,1
bad shuttle bad qualityit kid onlyread,0
good one reached timeread,1
thank timely delivered item good conditionsread,1
like seller given best priceread,1
good fast serviceread,1
excellent productread,1
good productread,1
vry nice product lov itread,1
badread,0
goodread,1
goodread,1
super greatread,1
nice productread,1
goodread,1
goodread,1
shuttle slowread,1
nice durable shuttle come acrossread,1
good oneread,1
niceread,1
product original packing good yonex shuttle become expensiveread,1
worst product receiveddamaged one game received horrible oneread,0
nice slowread,1
value money importantly originalread,1
awwssmmread,1
bad qualityit look like brandedread,0
goodread,1
good quality shuttle quick delivery flipkart delivery boyread,1
good qualityread,1
bad quality productread,0
second box received long lasting getting r rangejust check mfg date purchasingnot sure qualitydurability original one better receivedread,1
local brand shuttle got damaged two day piecesread,0
bad qualityread,1
good productread,1
delivered time good packingread,1
fast explosion read,1
amazing product flipkart read,1
shuttle stain shuttle headread,1
supwrread,1
nice shuttleread,0
superread,1
excellent performanceread,1
good qualityread,1
low qualityread,0
niceread,1
good mavis read,1
averageread,1
simply superread,1
goodread,1
good product original shuttleread,1
worstread,0
original produt im getting good price compared offline storesread,1
superbread,1
okread,1
excellentread,1
goodread,1
goodread,1
superread,1
goodread,1
best shuttle outdoor badmintonread,1
goodread,1
goodread,1
recieved original productread,1
nice productread,1
deliever fastread,1
go buy nearest store good breaking quickly bad flight patternread,1
goodread,1
excellent productsread,1
product attractive amazingread,1
goodread,1
superread,1
nice oneread,1
niceread,1
nice productread,1
amazing read,1
shuttle slow compared white mavis read,0
goodread,1
bad qualityread,0
okread,1
best shuttlecock best priceread,1
niceread,1
okread,1
original product want many please maintain qualityread,1
gdproductread,1
nice workread,1
goodread,1
goodread,1
excellentread,1
goodread,1
niceread,1
superread,1
product delivered good conditionread,1
goodread,0
awesome product read,1
genuineread,1
assumeread,1
greatread,1
superread,1
niceread,1
goodread,1
thanks flipkartread,1
see quality good price become high gave starread,0
okread,1
super productread,1
happyread,1
damage pieceread,0
get right boxread,1
goodread,1
niceread,1
quality perfect mentionedread,1
original productread,1
goodread,1
niceread,1
goodread,1
superbread,1
good productread,1
excellentread,1
best qualityread,1
nice shuttlesread,1
good product read,1
goodread,1
really good thanksread,1
good fresh shuttleread,1
price toooo highread,1
goodread,1
didnt last expected cork good quality came nylon featherread,1
good productread,1
durble shuttleread,1
better buy reliable sport shop read,1
good qualityread,1
superread,1
love shuttle really good durableread,1
goodread,0
goodread,1
nice plz maintain price thankyouread,1
good item received happy thatread,1
thanksread,1
good qualityread,1
best shuttle read,1
niceread,1
shuttle quality good packing goodread,1
goodread,1
badread,1
happyread,1
thanks quick deliveryoriginal productread,1
good purchase genuine product fast delivery thank youread,1
durablebroken easily cost effectiveread,0
niceread,1
durable shuttle lost every matchesedge get cut base also cutting read,0
quality shettle good exceptedread,0
genuine productread,1
good original productread,1
long lastingread,1
delivered time delivery executive pro active delivered security sensed meeting thanks guysread,1
box damagedread,1
dont buy product bad got bent day using itread,0
bedread,0
excellent product must buyvalue money long lastingread,1
good product played iti prefer buy onlyread,1
usefulread,1
niceread,1
awesomeread,1
goodread,1
totally disappointed local plasticplease dont buyread,0
nice original productread,1
product goodread,0
quality goodread,1
superread,1
goodread,1
gdread,1
good productread,1
good may god bless childread,1
really goodread,1
supermavisthankyouflipcartread,1
nice productsread,1
goodread,1
nice comfortable playing compare bestread,1
long lasting good qualityread,1
goodread,1
poor qualityread,1
good productread,1
absolutely genuine shuttle last long strong loved worthy moneyread,1
nicely sealed box look genuineread,1
real mevis read,0
low quality product one shuttle start tearing gamesread,0
goodread,1
okread,1
nice n original productread,1
super go itread,1
awesome read,1
worast qualityvery badread,0
quality product value moneyread,1
good productread,1
gud onethxx flipkartread,1
good performanceread,1
bestread,1
goodread,1
best shuttle read,1
niceread,1
goodread,1
good shuttleread,1
ok original productread,1
worth moneyread,1
goodread,1
superread,1
usualread,1
perfect qualityread,1
thanks seller got replace orignal product requiredread,1
best productread,1
good qualitydurability also moreread,1
liked itread,1
shuttle slowread,0
goodread,1
worth money spend buy good quality read,1
good product read,1
expensiveread,1
niceread,1
love itread,1
goodread,1
price high low durability got damaged dayread,0
nice product good playing survive day normal playing conditionread,1
low quality product send shatels broken played game onlyread,1
good productread,1
expected okread,1
goodread,1
brilliantread,1
awesome product delivery superbread,1
even green cap shuttle toooooooo slowread,0
goodread,1
goodread,1
good qualityread,1
quality concernvery poor poor quality recommend buyread,0
niceread,1
expected mavis liked oneread,1
thank muchread,1
good durable yonex mavis rounder price yonex mavis v get yonex mavis plus durable disadvantage wont matter u played yet prise get low suggest value money momentread,1
average praductread,1
shuttle fast drift worst purchaseread,0
goodread,1
really surprised speed deliverygot product less hoursfull starsread,1
averageread,1
super thanks flipkartread,1
cork worthy quality poorread,0
badread,1
original ptoducti happy thatty flipcarttoday received item seems superbafter playing shuttle post review whether genuine notread,1
superread,1
good job reached purchase delivery date keep upread,0
shuttle speedread,1
goodread,1
damage product givenread,0
good qualityread,1
goodread,1
price highread,0
niceread,1
badread,1
good shuttleread,1
good quality productread,1
goodread,1
item upto markshuttle demaged day think stock new manufactured yearsbackread,0
smart buy read,1
mavis slow feather rough shettle fly outside court easily cant play proper gameread,0
thank flipkart arranging replacement upgrading star please ensure incident doesnt happen againread,1
good qualityread,1
go fast product gudrate high iam satisfiedread,1
always better shuttleread,1
good shuttle outdoorwe always playing mavis great shuttle white better green read,1
genuine yonex shuttle verified code sunrise websiteread,1
goodread,1
super quality good durabilityread,1
excellentread,1
itna kash nai nimit okayread,1
good thanksread,1
goodread,1
excellentread,1
goodread,1
shuttle speed lower anticipates compared normal one brought store complete waste moneyread,0
perfectread,1
excellentread,1
good qualityread,1
damaged productsread,0
poor quality dont buy thisread,0
nice product timely deliveryread,1
damaged quicklyplayed hardly match per shuttleread,0
product goodread,1
orginal productread,1
value moneyread,1
go itread,1
goodread,1
goodread,0
read,1
favorite everread,1
niceread,1
goodread,1
good durable smashingread,1
awesome productread,1
waste moneyread,0
nyc productsread,1
goodread,1
price highread,1
good productread,1
okread,0
best qualityread,1
niceread,1
tooo bad quality running day onlyread,0
yar suttle good price high normal studentread,1
markread,1
good excellentread,1
okread,1
mmmokread,1
good productread,1
got genuine product even import stamp say december even there shortage shuttle importread,1
good quality delivered within hread,1
nice n genuine productread,1
nyc productread,1
good compared shuttleread,1
waste moneyread,0
excellent flight carry good practiceread,1
goodread,1
good morningread,1
good product old product faced lot problemsnot expected type problemsread,0
one shuttle goodread,1
good quality productread,1
good quality read,1
problem looking like goodread,1
gud product shuttle brand newread,1
greatread,1
expected productread,1
definitely original product got fooled localsread,1
one brokenread,0
good costlyread,1
originalread,1
goodread,1
goodread,1
always best usualread,1
niceread,1
bad product got two day durabilityread,0
perfect shuttle beginner intermediate playersread,1
stick day shuttleread,0
slow speed niceread,1
okbut little bit slowread,1
good quality read,1
always awesome product read,1
awesome productread,1
durableread,0
great value moneyread,1
nice product superrrrrrrread,1
badread,1
quality goodread,1
old product bad quality broken one match one bought market good brought flipkart badnever ever buy shuttle flipkartread,0
osamaread,1
wow super super superread,1
delivered timevalue moneygo itread,1
sprread,1
goodread,1
supremeread,1
one costly gameread,1
damaged itemread,0
goodread,1
good itemread,1
good qualityread,1
goodno choiceread,1
good one orginal productread,1
wonderfulread,1
good quality productread,1
greatread,1
goodread,1
superread,1
quality shuttlecock good game skirt damage become unbalanced unplayableread,0
k betterread,1
good shuttlesread,1
item note qualityread,0
superread,1
good expectedread,1
badproductsread,0
shuttle failed miserablyone miss hit shuttle skirt broke bottom coreread,0
badread,0
one small small hole shuttleread,0
goodread,0
goodread,1
acceptedread,1
goodread,1
niceread,1
original good qualityread,1
good productread,1
atom missingread,0
good productread,1
nothing better thisread,1
quality going day dayread,1
goodread,1
loved itread,1
nice productread,1
greatread,1
costlyread,1
nice productread,1
goodread,1
original product got fully packed yonex hologram quality product relly niceread,1
good bit costly yearread,1
goodread,1
goodread,1
awesomeread,1
great purchaseread,1
roll game tear way pls provided original qualityread,0
best productread,1
badread,0
goodread,1
nice shuttle base goodread,1
good qualityread,1
excellent shuttle outdoor playread,1
fine qualityread,1
good productread,1
goodread,1
poor qualityread,0
genuine product receivedread,1
according price quality goodread,1
original quick deliver satisfactory buyread,1
good productread,1
good productread,1
goodread,1
super read,1
really good durability good compared buy amazon really dont know differencebut good thank flipkartread,1
quality goodread,0
nice productread,1
delivery quick absolutely packing nice quality excellentread,1
quality poor duplicate productread,0
gud productread,1
bad there hole wooden part course fast damag wooden part damaged fastread,1
six shuttle goodread,0
worrest productread,0
goodread,1
upon time unbreakable month usage new one last week top moderate heavy use p talking shuttlecock whole packread,1
superb productread,1
best badminton preparationread,1
goodread,1
overall goodread,1
goodread,1
goodread,1
goodread,1
good productread,1
niceread,1
nice read,1
awesomeread,1
best quality original awesome read,1
felt total shuttle genuine read,1
niceread,1
nice product originalread,1
seems like shuttle store quite long time cork became hard shuttle survived game totally dissatisfiedread,0
goodread,1
goodread,1
worst shuttle receivedpls check received whether new stock oldread,0
good product time deliveryread,1
nice productread,1
poor quality shuttleread,0
good quality shuttle last upto day play hour dailyread,1
super qualityread,1
mom liked much read,1
cork goodread,1
perfectread,1
goodread,1
niceread,1
quality goodread,0
good outdoor gameread,1
product good return replacement policy badread,0
speed fast waste cashread,0
nice one time delivery happy read,1
niceread,1
nice productread,1
good productread,1
worst shuttleread,0
coke never use long runread,0
feather quickly damage maximum day read,0
good productread,1
better professionalsread,1
received original shuttle corkthanksread,1
badread,0
bad experience mentioned slow shuttle actually fast good gameread,0
goodread,1
real worth goodread,1
yr durability bad disappointedread,0
goodread,1
using cheaper shuttle barely lasted week thought enough ill make investment time around buy good one almost play every evening brother less min first one lasted month still holding well go iam vouching longevity qualityread,1
bad qualityread,1
nice productread,1
super productread,1
good quality expectedread,1
goodread,0
good quality thanksread,1
superread,1
worst product base every shuttle came within game playingread,0
goodread,1
niceread,1
best productsread,1
v goodread,1
bad low quality productread,0
superread,1
used break feather shuttle everyday shuttle took one week used play rsl dint find much difference shuttle playingwed also played mavis green cap shuttle used feel little bit heavy felt jerk playing shotsread,1
time favoriteread,1
good product supperread,1
cost increasing day day like gold rateread,1
niceread,1
quality shuttle good durableread,1
shuttle delivered decent qualityread,1
goodread,1
satisfied like originalread,0
product excellent read,1
goodread,1
life time shuttle less u play good gameread,1
goodread,1
goodread,1
worstread,0
good productread,1
flight good doesnt last longdurability poorread,1
great productread,1
quality product bad nt yonex mavis guy cheating u plsss dont buy product read,0
superb product received expected timeread,1
