CarID,Brand,Model_Year,Fuel_Type,Transmission,Km_Driven,Mileage_kmpl,Engine_CC,Owners,Price_Lakhs
400,Maruti,2013,CNG,Automatic,24673,28.8,1301,3,24.04
401,Kia,2024,Electric,Automatic,157307,26.7,2551,3,16.99
402,Honda,2021,Electric,Automatic,38898,9.1,1603,3,17.54
403,Kia,2018,Electric,Manual,12261,17.9,2171,2,13.13
404,Tata,2010,CNG,Manual,169693,17.4,1238,3,5.21
405,Kia,2023,CNG,Automatic,136834,9.4,990,2,7.53
406,Tata,2014,CNG,Automatic,145515,15.8,2687,0,23.63
407,Hyundai,2008,Diesel,Automatic,107098,24.2,1410,1,16.48
408,Tata,2017,Petrol,Automatic,165154,10.6,1300,3,5.91
409,Kia,2011,Petrol,Manual,41248,22.8,817,3,21.52
410,Toyota,2020,CNG,Automatic,188616,8.7,2765,0,3.17
411,Hyundai,2015,Petrol,Automatic,23411,25.5,1649,0,14.7
412,Maruti,2009,CNG,Manual,25382,11.2,2132,3,10.53
413,Honda,2013,CNG,Automatic,97838,30.0,2301,2,23.11
414,Honda,2012,CNG,Manual,195946,13.4,2975,1,3.47
415,Honda,2018,CNG,Automatic,60345,18.8,2782,3,24.29
416,Mahindra,2018,CNG,Manual,176255,29.0,2665,2,20.47
417,Tata,2012,CNG,Automatic,48785,24.0,862,1,15.74
418,Honda,2019,Petrol,Automatic,93058,22.7,2971,2,16.23
419,Honda,2008,Diesel,Automatic,123777,11.5,1006,0,8.39
420,Toyota,2018,Diesel,Manual,196392,25.8,2149,1,2.67
421,Toyota,2019,CNG,Manual,84581,18.8,1963,2,16.94
422,Toyota,2010,CNG,Manual,139663,22.5,1309,3,9.29
423,Maruti,2012,Electric,Manual,101773,29.4,2168,0,17.43
424,Tata,2014,Petrol,Automatic,193048,26.1,1554,1,16.1
425,Mahindra,2022,Petrol,Automatic,30610,18.4,2607,1,15.31
426,Hyundai,2008,Electric,Automatic,85149,23.9,1655,3,21.0
427,Tata,2021,Electric,Automatic,9425,29.5,2807,0,6.3
428,Honda,2010,Petrol,Automatic,169562,24.3,899,3,11.53
429,Honda,2008,Electric,Automatic,41025,22.5,2855,1,19.44
430,Kia,2020,Diesel,Automatic,68394,13.7,1145,2,4.78
431,Tata,2023,Petrol,Automatic,156861,21.2,1996,3,3.49
432,Toyota,2022,Electric,Manual,88664,17.5,2231,3,3.37
433,Kia,2009,Petrol,Manual,17847,22.0,2978,0,6.15
434,Mahindra,2016,Electric,Automatic,178537,22.1,1456,2,16.54
435,Maruti,2006,Diesel,Manual,188915,17.5,1611,3,7.18
436,Honda,2009,CNG,Manual,12911,12.2,2708,3,2.63
437,Tata,2011,Petrol,Manual,149123,29.5,1302,1,11.54
438,Hyundai,2013,CNG,Automatic,64766,11.5,1045,1,12.84
439,Mahindra,2014,Electric,Automatic,5697,18.8,1062,3,13.45
440,Mahindra,2017,Petrol,Manual,73477,21.5,2090,1,2.94
441,Mahindra,2008,Electric,Manual,27311,28.0,2399,3,4.58
442,Tata,2006,Petrol,Manual,160999,13.0,843,2,8.65
443,Hyundai,2021,Petrol,Automatic,37098,18.2,1393,3,6.42
444,Toyota,2015,Electric,Manual,5533,14.4,1846,2,1.89
445,Hyundai,2022,Electric,Manual,182557,26.3,950,2,23.15
446,Toyota,2012,Electric,Manual,141240,10.1,2541,2,20.65
447,Hyundai,2010,CNG,Manual,43283,28.6,1940,1,5.77
448,Toyota,2012,Diesel,Automatic,50569,20.1,1844,3,19.7
449,Toyota,2022,CNG,Automatic,12282,25.2,2678,3,18.17
450,Hyundai,2011,Electric,Automatic,43221,22.5,1835,3,17.04
451,Toyota,2008,Diesel,Automatic,179881,22.4,1707,1,22.78
452,Maruti,2014,CNG,Manual,111104,25.8,2484,2,7.08
453,Maruti,2013,CNG,Automatic,143062,23.5,1150,3,15.57
454,Maruti,2011,CNG,Manual,194898,10.6,1731,2,14.35
455,Tata,2021,CNG,Manual,18567,17.7,1238,1,15.78
456,Tata,2012,Electric,Manual,162930,29.4,2969,3,7.96
457,Tata,2013,Diesel,Automatic,15142,23.0,979,3,12.11
458,Tata,2005,CNG,Manual,73819,9.9,1948,0,14.92
459,Toyota,2011,Electric,Manual,147317,28.4,1543,1,5.7
460,Kia,2012,CNG,Automatic,166561,9.9,2850,3,11.66
461,Hyundai,2018,Diesel,Manual,85302,15.7,1436,3,3.6
462,Toyota,2007,Petrol,Manual,183736,12.9,867,2,22.52
463,Maruti,2020,Electric,Automatic,123945,9.2,2151,1,3.01
464,Kia,2007,Electric,Automatic,32737,16.2,2509,2,5.22
465,Mahindra,2017,Petrol,Manual,6393,21.0,2781,3,11.59
466,Toyota,2018,Diesel,Manual,42820,12.9,1208,2,7.91
467,Toyota,2010,CNG,Manual,168738,12.1,835,2,7.85
468,Kia,2012,CNG,Manual,122627,25.9,2070,1,16.61
469,Maruti,2020,CNG,Manual,124447,11.8,896,2,7.44
470,Kia,2023,Diesel,Manual,57651,13.0,2721,1,5.96
471,Toyota,2012,Electric,Automatic,118183,29.0,1538,0,17.61
472,Kia,2012,Diesel,Automatic,134985,22.8,1771,2,2.08
473,Honda,2011,Electric,Manual,178521,22.6,2216,2,19.47
474,Hyundai,2013,CNG,Manual,157241,25.7,1996,3,23.12
475,Toyota,2020,CNG,Automatic,140478,20.1,2758,1,22.96
476,Hyundai,2009,Diesel,Automatic,95817,22.7,2845,0,5.8
477,Hyundai,2021,Petrol,Manual,7439,26.8,2349,2,17.32
478,Toyota,2020,CNG,Manual,43368,20.0,1839,1,5.29
479,Mahindra,2007,Petrol,Manual,103042,9.2,1762,3,4.88
480,Hyundai,2006,Petrol,Manual,50641,24.9,1254,1,13.68
481,Maruti,2005,Electric,Automatic,132330,19.1,1296,3,21.68
482,Tata,2015,Diesel,Manual,199474,16.1,2563,2,21.34
483,Toyota,2011,Petrol,Automatic,140072,12.6,1189,1,5.35
484,Mahindra,2013,Diesel,Manual,122728,11.8,2919,1,12.94
485,Toyota,2019,Petrol,Automatic,14953,28.4,1809,2,15.62
486,Kia,2010,Electric,Automatic,151356,13.6,2278,3,14.7
487,Hyundai,2010,Electric,Manual,116291,24.6,1851,1,4.56
488,Hyundai,2016,Diesel,Automatic,66939,10.0,1425,1,18.26
489,Honda,2022,Diesel,Automatic,40322,9.3,1973,3,16.12
490,Honda,2023,Electric,Automatic,63719,25.5,2022,2,5.97
491,Honda,2015,Electric,Automatic,5600,12.1,2749,3,20.52
492,Kia,2010,Diesel,Manual,121041,26.4,1017,1,16.57
493,Kia,2022,Electric,Automatic,135548,11.3,1127,1,15.66
494,Kia,2012,Electric,Manual,57898,23.8,2005,3,9.28
495,Kia,2021,Electric,Automatic,110493,19.2,2368,3,20.64
496,Hyundai,2022,Diesel,Manual,85003,15.1,2500,0,4.38
497,Honda,2008,Petrol,Manual,162238,16.4,1763,2,19.85
498,Hyundai,2012,CNG,Automatic,162673,26.6,1647,3,16.69
499,Tata,2024,Electric,Automatic,20690,16.2,1623,1,12.34
500,Maruti,2006,CNG,Automatic,103022,11.7,1743,1,17.99
501,Maruti,2020,Petrol,Automatic,179178,15.4,2143,0,6.1
502,Toyota,2015,Electric,Manual,41914,23.8,2613,3,4.76
503,Honda,2020,Petrol,Manual,193017,18.8,2545,0,24.15
504,Hyundai,2015,CNG,Automatic,15557,21.9,1170,3,19.79
505,Tata,2018,Petrol,Manual,65823,9.5,1871,1,17.2
506,Toyota,2014,Petrol,Automatic,173747,23.0,2634,1,2.71
507,Honda,2007,Petrol,Manual,140148,10.5,2491,0,16.2
508,Mahindra,2022,Electric,Automatic,122310,19.9,1104,2,24.22
509,Tata,2011,Diesel,Automatic,196188,10.7,2802,3,20.24
510,Kia,2005,Petrol,Automatic,196428,9.9,2244,2,18.89
511,Mahindra,2009,CNG,Automatic,127725,14.2,2014,0,16.02
512,Maruti,2010,Diesel,Automatic,121058,26.6,2000,1,6.29
513,Mahindra,2012,Petrol,Automatic,141474,21.4,2793,0,24.74
514,Toyota,2017,Petrol,Automatic,28824,19.3,1445,0,2.83
515,Toyota,2023,CNG,Manual,26168,18.4,2058,1,3.28
516,Maruti,2016,Diesel,Automatic,104137,23.5,1411,1,3.6
517,Tata,2012,Electric,Automatic,186026,29.8,1269,0,7.33
518,Toyota,2006,CNG,Manual,97003,22.0,1535,3,7.71
519,Kia,2018,Diesel,Automatic,5080,27.9,1356,3,7.18
520,Honda,2010,Petrol,Manual,145692,26.7,2730,0,21.51
521,Maruti,2014,Petrol,Automatic,84295,11.3,2007,1,17.48
522,Honda,2013,Diesel,Manual,104735,13.2,1882,2,6.89
523,Mahindra,2013,CNG,Automatic,117597,28.2,2266,1,14.21
524,Mahindra,2008,Petrol,Manual,51089,14.5,834,0,20.72
525,Tata,2024,Electric,Automatic,79630,28.0,1952,2,9.65
526,Toyota,2022,Petrol,Automatic,178757,23.1,2244,2,17.55
527,Maruti,2006,CNG,Manual,137186,21.0,1852,2,18.45
528,Maruti,2022,CNG,Manual,157376,13.5,1670,1,16.55
529,Kia,2019,Petrol,Manual,55638,27.1,2331,3,23.69
530,Tata,2011,Petrol,Automatic,182900,26.4,2033,3,9.85
531,Hyundai,2009,Electric,Manual,144471,21.7,2745,0,23.11
532,Honda,2014,Electric,Automatic,198323,25.7,2575,1,15.67
533,Tata,2012,CNG,Manual,162784,26.9,2878,1,19.85
534,Kia,2019,Electric,Manual,162749,19.6,1845,2,23.22
535,Toyota,2024,Diesel,Automatic,143905,8.1,2590,0,5.25
536,Honda,2012,Diesel,Automatic,100010,25.9,1935,2,2.94
537,Kia,2013,Diesel,Manual,53478,16.7,1665,1,23.46
538,Kia,2020,CNG,Manual,133604,26.6,2539,0,2.62
539,Mahindra,2017,Diesel,Manual,115845,17.2,1486,2,14.45
540,Tata,2008,Electric,Manual,182783,10.0,1517,3,9.08
541,Mahindra,2008,Electric,Automatic,11734,10.4,2226,3,10.62
542,Kia,2022,Diesel,Manual,6598,16.4,1131,2,11.71
543,Mahindra,2005,Petrol,Manual,29281,10.9,2216,0,16.86
544,Toyota,2017,Diesel,Automatic,178590,10.5,1690,3,10.65
545,Kia,2012,Electric,Manual,81097,11.1,2478,0,19.2
546,Tata,2011,Electric,Manual,165195,8.8,2002,1,22.65
547,Mahindra,2017,Electric,Automatic,183230,10.6,1367,1,14.49
548,Hyundai,2018,Diesel,Automatic,74609,26.6,2017,0,13.31
549,Kia,2010,Electric,Automatic,67518,18.1,2782,3,2.28
550,Toyota,2013,Petrol,Automatic,92652,28.1,1915,3,12.45
551,Kia,2024,Electric,Automatic,138141,26.6,2992,2,14.14
552,Toyota,2018,CNG,Automatic,164540,21.9,1454,0,5.52
553,Mahindra,2023,Petrol,Manual,18592,28.9,2044,2,19.43
554,Hyundai,2008,Diesel,Automatic,22153,19.5,1702,3,23.02
555,Toyota,2015,Petrol,Manual,47653,20.5,1699,1,24.09
556,Toyota,2021,Diesel,Automatic,188787,12.7,2790,1,15.85
557,Kia,2010,Diesel,Manual,141492,23.4,2779,0,15.1
558,Honda,2010,CNG,Manual,57231,9.4,1099,1,21.21
559,Mahindra,2018,Petrol,Manual,143532,14.0,2468,3,17.22
560,Toyota,2009,Diesel,Automatic,12535,20.6,1038,3,19.72
561,Hyundai,2018,Petrol,Automatic,111833,14.6,1876,1,5.77
562,Hyundai,2010,Diesel,Manual,41216,18.2,2826,0,14.71
563,Maruti,2010,Diesel,Manual,167178,19.8,2152,2,21.94
564,Toyota,2006,Electric,Manual,21651,27.4,2202,1,14.19
565,Hyundai,2020,Electric,Automatic,92728,28.9,1276,1,21.67
566,Hyundai,2013,Petrol,Automatic,78016,29.8,1245,1,12.99
567,Kia,2006,Diesel,Manual,184662,11.6,1999,3,6.24
568,Mahindra,2021,CNG,Manual,112938,10.5,2930,2,8.2
569,Maruti,2023,Diesel,Manual,130261,22.3,1253,0,4.48
570,Tata,2017,Diesel,Manual,109961,24.9,2938,3,2.56
571,Mahindra,2021,CNG,Manual,127141,22.9,2874,1,6.98
572,Hyundai,2005,Diesel,Manual,83805,23.0,2715,3,8.92
573,Tata,2018,Electric,Automatic,156383,27.1,2758,3,17.85
574,Hyundai,2012,Electric,Automatic,101859,10.8,1830,2,8.03
575,Toyota,2008,Diesel,Automatic,161270,22.3,1510,3,16.02
576,Honda,2007,CNG,Automatic,24832,28.5,2218,3,18.87
577,Hyundai,2020,Petrol,Manual,126396,28.5,1096,3,16.44
578,Tata,2009,Electric,Manual,109094,27.3,2095,3,7.75
579,Mahindra,2022,Electric,Manual,179437,19.5,2463,0,10.53
580,Hyundai,2007,Diesel,Manual,184925,12.1,860,0,23.85
581,Tata,2008,Petrol,Manual,195976,9.5,850,1,14.19
582,Mahindra,2016,Petrol,Automatic,133182,23.0,1930,1,20.38
583,Kia,2014,Electric,Manual,140493,29.9,1615,0,21.87
584,Mahindra,2016,Diesel,Manual,18693,14.1,2941,1,21.73
585,Maruti,2023,Diesel,Manual,87623,20.7,826,1,4.35
586,Kia,2011,Electric,Manual,58338,28.3,2064,3,23.02
587,Maruti,2021,Electric,Automatic,48235,15.1,2005,2,17.45
588,Mahindra,2023,CNG,Manual,159437,13.8,1896,3,6.68
589,Mahindra,2008,Diesel,Manual,107826,27.0,913,0,11.38
590,Tata,2022,Petrol,Manual,65345,8.3,946,2,17.67
591,Honda,2022,Electric,Manual,192390,8.9,2728,0,10.86
592,Toyota,2023,Electric,Automatic,130275,25.4,1496,2,11.93
593,Toyota,2012,CNG,Automatic,67692,25.9,2613,3,21.04
594,Toyota,2020,Diesel,Automatic,8004,23.5,2444,3,15.1
595,Mahindra,2007,Diesel,Automatic,134879,29.2,1831,3,19.03
596,Mahindra,2024,Electric,Automatic,133880,19.1,2060,2,2.96
597,Mahindra,2023,CNG,Manual,151778,20.5,1530,0,3.36
598,Tata,2015,Electric,Automatic,199006,9.6,2749,2,20.19
599,Kia,2023,Petrol,Automatic,79681,13.8,2380,1,9.75
600,Hyundai,2009,Electric,Manual,81335,26.2,806,1,6.97
601,Tata,2016,CNG,Manual,161127,11.3,1571,0,15.47
602,Maruti,2008,Electric,Manual,96688,17.5,2348,0,19.68
603,Mahindra,2019,Diesel,Manual,128357,20.8,2324,3,22.54
604,Mahindra,2023,Petrol,Automatic,53917,19.1,1212,3,2.34
605,Kia,2013,Petrol,Automatic,136159,9.3,1952,2,24.61
606,Honda,2009,Electric,Automatic,42557,16.9,2652,1,15.65
607,Kia,2012,Petrol,Manual,84763,9.8,1037,2,8.78
608,Tata,2020,Petrol,Manual,69538,8.5,1399,1,13.89
609,Hyundai,2008,Diesel,Manual,161281,25.0,2345,2,6.9
610,Mahindra,2024,Diesel,Manual,189599,25.4,1671,0,3.53
611,Kia,2010,Diesel,Manual,91814,21.5,2522,2,9.55
612,Kia,2016,Electric,Automatic,28384,29.8,2329,0,14.81
613,Kia,2022,Electric,Manual,64591,11.8,2394,3,6.62
614,Tata,2009,Diesel,Manual,183926,15.8,1397,3,6.34
615,Hyundai,2018,Diesel,Automatic,62212,18.1,2019,3,13.94
616,Maruti,2010,Petrol,Manual,116499,19.6,927,3,11.41
617,Maruti,2009,Diesel,Manual,170767,12.5,1312,3,13.09
618,Mahindra,2020,Diesel,Automatic,12879,8.0,991,1,18.2
619,Kia,2021,Electric,Manual,117433,16.4,2094,3,13.64
620,Hyundai,2023,Electric,Automatic,142234,17.9,2974,3,1.68
621,Maruti,2007,Electric,Automatic,92597,19.4,2786,2,12.01
622,Tata,2008,CNG,Automatic,102515,10.9,1171,0,11.48
623,Hyundai,2010,Petrol,Manual,83708,20.3,1678,3,19.66
624,Maruti,2005,Petrol,Manual,14302,25.5,800,3,19.78
625,Maruti,2005,Petrol,Automatic,47874,11.5,2495,1,3.68
626,Mahindra,2015,Electric,Automatic,26589,23.4,1590,1,17.65
627,Toyota,2013,Petrol,Manual,28418,15.7,1570,2,12.76
628,Mahindra,2019,Diesel,Automatic,101785,8.1,2756,2,24.15
629,Honda,2023,CNG,Automatic,130226,21.7,2163,1,11.56
630,Hyundai,2005,CNG,Automatic,37101,10.0,1281,1,19.31
631,Hyundai,2021,Diesel,Automatic,102335,25.1,827,3,24.53
632,Kia,2017,Electric,Automatic,28383,24.3,1270,3,11.46
633,Kia,2011,CNG,Manual,174132,23.7,1505,0,21.59
634,Maruti,2013,CNG,Automatic,27796,29.2,1301,0,19.78
635,Mahindra,2007,Diesel,Manual,132445,24.2,2938,1,20.78
636,Tata,2021,Electric,Automatic,159822,10.4,2018,1,18.33
637,Tata,2012,Petrol,Automatic,92851,27.0,2108,2,23.5
638,Maruti,2022,Electric,Automatic,96007,9.0,982,0,15.82
639,Mahindra,2016,Electric,Manual,79844,17.1,1461,0,23.77
640,Kia,2018,CNG,Manual,107946,9.4,1149,3,12.19
641,Maruti,2021,CNG,Manual,22164,25.7,1849,0,18.11
642,Toyota,2015,Electric,Manual,198650,26.2,2504,1,15.62
643,Hyundai,2022,Electric,Manual,62891,24.2,2786,0,18.26
644,Tata,2011,Electric,Manual,18189,11.5,2457,1,11.83
645,Kia,2019,CNG,Manual,194170,14.2,2132,0,22.81
646,Tata,2009,CNG,Manual,103031,8.3,2954,3,11.48
647,Maruti,2006,Diesel,Manual,83828,17.6,936,0,3.29
648,Maruti,2005,CNG,Automatic,50062,21.6,1496,1,4.28
649,Toyota,2010,Diesel,Manual,35614,24.3,2316,3,11.45
650,Kia,2008,Electric,Manual,95546,10.7,2718,1,16.24
651,Toyota,2017,Electric,Automatic,42996,16.3,1359,1,5.92
652,Mahindra,2012,Petrol,Automatic,14608,14.7,2203,1,7.15
653,Honda,2006,CNG,Automatic,95185,27.0,1961,2,1.74
654,Tata,2013,Diesel,Automatic,21627,29.6,2536,3,21.5
655,Tata,2010,Electric,Automatic,63911,14.3,2879,1,5.65
656,Hyundai,2017,CNG,Automatic,37369,28.5,1078,1,5.07
657,Maruti,2006,CNG,Automatic,88835,21.7,1382,1,22.18
658,Toyota,2011,Petrol,Manual,98840,10.7,1359,1,2.99
659,Maruti,2010,CNG,Automatic,68969,27.2,866,1,1.68
660,Honda,2014,Electric,Automatic,197288,11.6,2866,3,16.69
661,Hyundai,2009,Petrol,Automatic,189366,10.0,1718,2,11.77
662,Tata,2011,CNG,Automatic,125876,28.5,1421,3,24.54
663,Honda,2023,Petrol,Automatic,17171,14.8,2546,2,2.25
664,Tata,2010,CNG,Manual,111963,12.1,1016,3,12.76
665,Toyota,2005,Electric,Manual,137243,21.1,851,1,10.55
666,Honda,2020,Electric,Automatic,111740,28.2,2194,1,15.54
667,Hyundai,2023,CNG,Automatic,154870,15.6,2589,0,18.68
668,Toyota,2024,Electric,Automatic,22952,21.1,2379,2,18.67
669,Toyota,2011,Petrol,Automatic,174084,19.3,2649,1,16.14
670,Hyundai,2010,Diesel,Automatic,176641,28.8,1047,2,13.84
671,Toyota,2005,CNG,Manual,67731,12.1,2519,2,20.22
672,Toyota,2022,Petrol,Automatic,149145,10.2,1401,3,12.15
673,Tata,2006,Diesel,Automatic,43680,14.5,2108,0,22.52
674,Kia,2016,Diesel,Automatic,161382,13.5,986,2,4.93
675,Hyundai,2022,CNG,Manual,156422,11.4,848,3,10.29
676,Toyota,2013,Petrol,Automatic,148743,12.2,1027,1,6.81
677,Honda,2021,Diesel,Automatic,135532,18.4,1229,1,20.1
678,Mahindra,2013,CNG,Automatic,51334,20.2,1767,2,15.97
679,Mahindra,2011,Electric,Automatic,71306,24.6,1878,1,18.7
680,Maruti,2022,CNG,Automatic,109200,14.7,2614,1,22.17
681,Mahindra,2010,CNG,Automatic,7827,14.6,859,3,10.89
682,Maruti,2011,Diesel,Manual,168195,11.7,2392,2,13.63
683,Kia,2015,Electric,Automatic,133666,23.8,2321,3,12.89
684,Mahindra,2009,Diesel,Manual,96515,18.0,976,1,18.0
685,Kia,2012,Electric,Automatic,162135,29.2,2235,0,21.07
686,Mahindra,2016,Diesel,Manual,121641,24.9,2916,2,19.13
687,Honda,2023,Petrol,Manual,128709,29.3,1675,1,17.08
688,Kia,2023,Electric,Automatic,185296,27.9,2514,1,10.15
689,Hyundai,2018,Diesel,Manual,18139,25.4,2589,2,11.03
690,Tata,2011,Petrol,Manual,160717,11.9,2594,0,8.82
691,Toyota,2013,CNG,Automatic,37707,19.1,2811,1,19.53
692,Tata,2019,Electric,Automatic,176144,14.7,1379,1,13.3
693,Mahindra,2011,CNG,Manual,197989,15.6,2144,2,20.67
694,Kia,2015,Petrol,Manual,80470,21.6,1140,2,9.17
695,Hyundai,2009,Electric,Manual,24335,29.0,2585,2,17.18
696,Kia,2024,Petrol,Automatic,166091,16.3,969,1,21.97
697,Hyundai,2008,Electric,Manual,27876,19.6,2697,3,12.83
698,Maruti,2019,Electric,Automatic,169134,21.7,1850,1,3.49
699,Hyundai,2020,Diesel,Manual,167272,10.9,1444,2,12.56
700,Hyundai,2005,CNG,Manual,49011,12.0,2734,3,4.83
