OrderID,CustomerID, ProductCategory, ProductPrice,Quantity,DiscountPercent,PaymentMethod,OrderStatus,City,OrderDate,TotalAmount,DiscountAmount,FinalAmount,Month,Year
100243,4296,Sports,4419,2,15,UPI,Returned,Bangalore,2023-08-31,8838,1325.7,7512.3,8,2023
100244,2408,Home,4030,1,0,UPI,Cancelled,Chennai,2023-09-01,4030,0.0,4030.0,9,2023
100245,2400,Home,1054,2,15,Cash,Delivered,Chennai,2023-09-02,2108,316.2,1791.8,9,2023
100246,2306,Beauty,839,4,0,Cash,Delivered,Pune,2023-09-03,3356,0.0,3356.0,9,2023
100247,3680,Electronics,2438,2,20,Cash,Delivered,Delhi,2023-09-04,4876,975.2,3900.8,9,2023
100248,3675,Home,1802,1,5,Debit Card,Cancelled,Bangalore,2023-09-05,1802,90.1,1711.9,9,2023
100249,1972,Home,641,7,10,Credit Card,Cancelled,Delhi,2023-09-06,4487,448.7,4038.3,9,2023
100250,2768,Clothing,4828,8,5,Cash,Cancelled,Mumbai,2023-09-07,38624,1931.2,36692.8,9,2023
100251,2282,Sports,1536,6,20,Debit Card,Delivered,Delhi,2023-09-08,9216,1843.2,7372.8,9,2023
100252,4430,Electronics,3900,4,0,Debit Card,Delivered,Mumbai,2023-09-09,15600,0.0,15600.0,9,2023
100253,1709,Clothing,1148,6,5,Credit Card,Delivered,Chennai,2023-09-10,6888,344.4,6543.6,9,2023
100254,2479,Beauty,3573,3,20,Credit Card,Cancelled,Chennai,2023-09-11,10719,2143.8,8575.2,9,2023
100255,2434,Beauty,659,8,15,UPI,Cancelled,Pune,2023-09-12,5272,790.8,4481.2,9,2023
100256,1648,Home,4846,2,10,Debit Card,Returned,Delhi,2023-09-13,9692,969.2,8722.8,9,2023
100257,1317,Home,592,5,5,Cash,Cancelled,Delhi,2023-09-14,2960,148.0,2812.0,9,2023
100258,4748,Beauty,4138,1,0,Credit Card,Returned,Mumbai,2023-09-15,4138,0.0,4138.0,9,2023
100259,4296,Home,1987,6,15,Debit Card,Delivered,Chennai,2023-09-16,11922,1788.3,10133.7,9,2023
100260,4890,Electronics,2457,2,20,Cash,Cancelled,Mumbai,2023-09-17,4914,982.8,3931.2,9,2023
100261,2257,Home,1338,4,10,Debit Card,Delivered,Chennai,2023-09-18,5352,535.2,4816.8,9,2023
100262,1683,Sports,4008,6,0,Credit Card,Delivered,Mumbai,2023-09-19,24048,0.0,24048.0,9,2023
100263,1663,Home,4941,8,20,UPI,Delivered,Chennai,2023-09-20,39528,7905.6,31622.4,9,2023
100264,2998,Clothing,2654,8,20,Debit Card,Delivered,Mumbai,2023-09-21,21232,4246.4,16985.6,9,2023
100265,4898,Electronics,1666,6,5,Cash,Cancelled,Chennai,2023-09-22,9996,499.8,9496.2,9,2023
100266,4445,Clothing,3874,4,5,Credit Card,Delivered,Mumbai,2023-09-23,15496,774.8,14721.2,9,2023
100267,4743,Clothing,1577,8,0,UPI,Returned,Delhi,2023-09-24,12616,0.0,12616.0,9,2023
100268,2631,Sports,2797,8,20,Cash,Cancelled,Pune,2023-09-25,22376,4475.2,17900.8,9,2023
100269,2495,Electronics,341,1,5,Cash,Delivered,Mumbai,2023-09-26,341,17.05,323.95,9,2023
100270,4304,Electronics,2859,4,10,Cash,Cancelled,Pune,2023-09-27,11436,1143.6,10292.4,9,2023
100271,4763,Electronics,4796,4,10,Debit Card,Returned,Delhi,2023-09-28,19184,1918.4,17265.6,9,2023
100272,2136,Electronics,1039,7,20,Credit Card,Delivered,Delhi,2023-09-29,7273,1454.6,5818.4,9,2023
100273,2853,Electronics,3818,7,5,Cash,Returned,Chennai,2023-09-30,26726,1336.3,25389.7,9,2023
100274,2520,Sports,4117,8,0,Debit Card,Delivered,Pune,2023-10-01,32936,0.0,32936.0,10,2023
100275,3489,Home,795,5,0,Credit Card,Returned,Bangalore,2023-10-02,3975,0.0,3975.0,10,2023
100276,1563,Clothing,2104,7,0,Credit Card,Delivered,Chennai,2023-10-03,14728,0.0,14728.0,10,2023
100277,2291,Electronics,480,8,10,Debit Card,Cancelled,Pune,2023-10-04,3840,384.0,3456.0,10,2023
100278,4581,Home,623,9,5,Debit Card,Delivered,Mumbai,2023-10-05,5607,280.35,5326.65,10,2023
100279,4878,Home,4565,3,5,Cash,Cancelled,Mumbai,2023-10-06,13695,684.75,13010.25,10,2023
100280,4457,Clothing,4449,3,10,Credit Card,Delivered,Delhi,2023-10-07,13347,1334.7,12012.3,10,2023
100281,4458,Sports,1950,4,0,UPI,Delivered,Bangalore,2023-10-08,7800,0.0,7800.0,10,2023
100282,4184,Beauty,4957,5,0,Debit Card,Returned,Mumbai,2023-10-09,24785,0.0,24785.0,10,2023
100283,2636,Beauty,2167,1,20,Credit Card,Returned,Pune,2023-10-10,2167,433.4,1733.6,10,2023
100284,4696,Home,4288,7,15,Credit Card,Returned,Pune,2023-10-11,30016,4502.4,25513.6,10,2023
100285,3999,Clothing,4378,9,5,Cash,Delivered,Mumbai,2023-10-12,39402,1970.1,37431.9,10,2023
100286,4152,Beauty,3146,8,5,UPI,Delivered,Pune,2023-10-13,25168,1258.4,23909.6,10,2023
100287,1698,Home,1649,5,5,Cash,Delivered,Pune,2023-10-14,8245,412.25,7832.75,10,2023
100288,3160,Sports,2531,4,15,UPI,Cancelled,Delhi,2023-10-15,10124,1518.6,8605.4,10,2023
100289,1001,Beauty,2420,7,20,UPI,Cancelled,Bangalore,2023-10-16,16940,3388.0,13552.0,10,2023
100290,1641,Home,3989,5,15,Debit Card,Delivered,Delhi,2023-10-17,19945,2991.75,16953.25,10,2023
100291,3267,Home,3010,7,0,Credit Card,Returned,Bangalore,2023-10-18,21070,0.0,21070.0,10,2023
100292,2589,Electronics,4928,1,0,Credit Card,Returned,Pune,2023-10-19,4928,0.0,4928.0,10,2023
100293,1854,Sports,1731,1,5,Credit Card,Returned,Bangalore,2023-10-20,1731,86.55,1644.45,10,2023
100294,2759,Electronics,3190,3,10,UPI,Delivered,Pune,2023-10-21,9570,957.0,8613.0,10,2023
100295,4296,Clothing,4693,2,5,Credit Card,Returned,Pune,2023-10-22,9386,469.3,8916.7,10,2023
100296,3432,Electronics,1343,2,10,Debit Card,Delivered,Delhi,2023-10-23,2686,268.6,2417.4,10,2023
100297,4474,Electronics,1133,7,15,UPI,Cancelled,Delhi,2023-10-24,7931,1189.65,6741.35,10,2023
100298,2661,Beauty,1660,2,0,UPI,Returned,Chennai,2023-10-25,3320,0.0,3320.0,10,2023
100299,2153,Home,2923,4,10,UPI,Cancelled,Mumbai,2023-10-26,11692,1169.2,10522.8,10,2023
100300,2076,Sports,2712,2,15,UPI,Returned,Chennai,2023-10-27,5424,813.6,4610.4,10,2023
100301,2707,Electronics,485,6,0,Debit Card,Delivered,Chennai,2023-10-28,2910,0.0,2910.0,10,2023
100302,3777,Sports,464,8,10,Credit Card,Delivered,Bangalore,2023-10-29,3712,371.2,3340.8,10,2023
100303,2695,Electronics,2567,4,5,Debit Card,Delivered,Pune,2023-10-30,10268,513.4,9754.6,10,2023
100304,2733,Clothing,3647,5,5,Credit Card,Delivered,Pune,2023-10-31,18235,911.75,17323.25,10,2023
100305,2439,Electronics,1962,4,5,Debit Card,Returned,Pune,2023-11-01,7848,392.4,7455.6,11,2023
100306,3294,Beauty,3248,3,15,Cash,Cancelled,Mumbai,2023-11-02,9744,1461.6,8282.4,11,2023
100307,1835,Home,2581,5,5,Cash,Delivered,Bangalore,2023-11-03,12905,645.25,12259.75,11,2023
100308,4510,Clothing,2469,9,20,Cash,Returned,Bangalore,2023-11-04,22221,4444.2,17776.8,11,2023
100309,1202,Electronics,240,8,0,Cash,Cancelled,Pune,2023-11-05,1920,0.0,1920.0,11,2023
100310,4255,Sports,267,8,15,UPI,Delivered,Chennai,2023-11-06,2136,320.4,1815.6,11,2023
100311,1122,Clothing,1187,8,5,UPI,Cancelled,Mumbai,2023-11-07,9496,474.8,9021.2,11,2023
100312,1400,Clothing,4208,8,0,Debit Card,Delivered,Chennai,2023-11-08,33664,0.0,33664.0,11,2023
100313,1766,Electronics,3398,7,10,Debit Card,Cancelled,Delhi,2023-11-09,23786,2378.6,21407.4,11,2023
100314,1293,Clothing,4990,8,5,Cash,Cancelled,Bangalore,2023-11-10,39920,1996.0,37924.0,11,2023
100315,3327,Sports,2724,8,0,Credit Card,Delivered,Bangalore,2023-11-11,21792,0.0,21792.0,11,2023
100316,4908,Clothing,1285,8,20,Cash,Returned,Chennai,2023-11-12,10280,2056.0,8224.0,11,2023
100317,3931,Sports,2679,7,10,Debit Card,Cancelled,Mumbai,2023-11-13,18753,1875.3,16877.7,11,2023
100318,4681,Electronics,1893,1,20,Cash,Delivered,Bangalore,2023-11-14,1893,378.6,1514.4,11,2023
100319,1197,Home,2515,4,0,Debit Card,Cancelled,Chennai,2023-11-15,10060,0.0,10060.0,11,2023
100320,4029,Clothing,978,4,20,Cash,Cancelled,Mumbai,2023-11-16,3912,782.4,3129.6,11,2023
100321,2930,Home,4789,5,0,Credit Card,Returned,Chennai,2023-11-17,23945,0.0,23945.0,11,2023
100322,4582,Sports,1785,6,0,Cash,Cancelled,Mumbai,2023-11-18,10710,0.0,10710.0,11,2023
100323,3799,Clothing,1692,4,20,Credit Card,Cancelled,Pune,2023-11-19,6768,1353.6,5414.4,11,2023
100324,3191,Beauty,860,2,0,Credit Card,Delivered,Mumbai,2023-11-20,1720,0.0,1720.0,11,2023
100325,1608,Home,1548,6,5,Debit Card,Delivered,Delhi,2023-11-21,9288,464.4,8823.6,11,2023
100326,4272,Clothing,1499,8,0,Credit Card,Returned,Pune,2023-11-22,11992,0.0,11992.0,11,2023
100327,2147,Home,4140,8,15,UPI,Cancelled,Chennai,2023-11-23,33120,4968.0,28152.0,11,2023
100328,1186,Clothing,2186,7,0,UPI,Cancelled,Pune,2023-11-24,15302,0.0,15302.0,11,2023
100329,4397,Electronics,2244,6,15,UPI,Cancelled,Pune,2023-11-25,13464,2019.6,11444.4,11,2023
100330,3511,Home,3716,2,0,Debit Card,Returned,Chennai,2023-11-26,7432,0.0,7432.0,11,2023
100331,4420,Beauty,1258,7,0,UPI,Cancelled,Chennai,2023-11-27,8806,0.0,8806.0,11,2023
100332,2794,Beauty,1176,5,20,Debit Card,Delivered,Delhi,2023-11-28,5880,1176.0,4704.0,11,2023
100333,1659,Sports,4777,6,5,Debit Card,Returned,Chennai,2023-11-29,28662,1433.1,27228.9,11,2023
100334,3811,Clothing,927,8,5,UPI,Delivered,Bangalore,2023-11-30,7416,370.8,7045.2,11,2023
100335,4002,Home,2727,8,10,Credit Card,Delivered,Bangalore,2023-12-01,21816,2181.6,19634.4,12,2023
100336,2955,Sports,3336,3,20,Cash,Returned,Delhi,2023-12-02,10008,2001.6,8006.4,12,2023
100337,3450,Home,542,7,20,Debit Card,Delivered,Mumbai,2023-12-03,3794,758.8,3035.2,12,2023
100338,2369,Clothing,1647,1,5,UPI,Cancelled,Mumbai,2023-12-04,1647,82.35,1564.65,12,2023
100339,2986,Beauty,2579,1,20,Debit Card,Returned,Bangalore,2023-12-05,2579,515.8,2063.2,12,2023
100340,2534,Electronics,3859,7,5,Credit Card,Delivered,Chennai,2023-12-06,27013,1350.65,25662.35,12,2023
100341,1146,Beauty,726,9,20,Credit Card,Cancelled,Delhi,2023-12-07,6534,1306.8,5227.2,12,2023
100342,4219,Sports,2096,7,0,UPI,Cancelled,Mumbai,2023-12-08,14672,0.0,14672.0,12,2023
100343,3911,Electronics,4954,5,5,Debit Card,Delivered,Mumbai,2023-12-09,24770,1238.5,23531.5,12,2023
100344,2734,Sports,2273,8,5,Cash,Cancelled,Pune,2023-12-10,18184,909.2,17274.8,12,2023
100345,2843,Clothing,605,2,15,Cash,Returned,Bangalore,2023-12-11,1210,181.5,1028.5,12,2023
100346,1488,Electronics,1773,9,20,Debit Card,Delivered,Chennai,2023-12-12,15957,3191.4,12765.6,12,2023
100347,3976,Sports,4800,6,20,Debit Card,Cancelled,Delhi,2023-12-13,28800,5760.0,23040.0,12,2023
100348,2959,Clothing,3940,9,5,Debit Card,Cancelled,Mumbai,2023-12-14,35460,1773.0,33687.0,12,2023
100349,2663,Beauty,4474,2,0,UPI,Delivered,Pune,2023-12-15,8948,0.0,8948.0,12,2023
100350,3598,Clothing,4427,3,0,Credit Card,Delivered,Bangalore,2023-12-16,13281,0.0,13281.0,12,2023
100351,3385,Home,2046,8,0,Cash,Delivered,Bangalore,2023-12-17,16368,0.0,16368.0,12,2023
100352,3919,Clothing,1678,1,20,UPI,Delivered,Delhi,2023-12-18,1678,335.6,1342.4,12,2023
100353,1640,Clothing,2595,7,15,Debit Card,Returned,Mumbai,2023-12-19,18165,2724.75,15440.25,12,2023
100354,2802,Home,971,7,5,Debit Card,Delivered,Delhi,2023-12-20,6797,339.85,6457.15,12,2023
100355,3520,Sports,778,1,10,Credit Card,Returned,Delhi,2023-12-21,778,77.8,700.2,12,2023
100356,2969,Sports,3101,9,15,Debit Card,Returned,Pune,2023-12-22,27909,4186.35,23722.65,12,2023
100357,3198,Clothing,393,8,10,UPI,Delivered,Bangalore,2023-12-23,3144,314.4,2829.6,12,2023
100358,2438,Home,2207,4,15,UPI,Returned,Chennai,2023-12-24,8828,1324.2,7503.8,12,2023
100359,4369,Home,1385,5,0,Credit Card,Delivered,Bangalore,2023-12-25,6925,0.0,6925.0,12,2023
100360,2634,Beauty,2594,2,20,UPI,Delivered,Bangalore,2023-12-26,5188,1037.6,4150.4,12,2023
100361,1262,Sports,3198,9,10,Cash,Cancelled,Pune,2023-12-27,28782,2878.2,25903.8,12,2023
100362,2787,Electronics,1992,6,15,UPI,Delivered,Chennai,2023-12-28,11952,1792.8,10159.2,12,2023
100363,3191,Sports,1310,3,20,UPI,Cancelled,Mumbai,2023-12-29,3930,786.0,3144.0,12,2023
100364,3393,Sports,4205,7,10,UPI,Returned,Chennai,2023-12-30,29435,2943.5,26491.5,12,2023
100365,1623,Beauty,2461,9,5,Cash,Cancelled,Mumbai,2023-12-31,22149,1107.45,21041.55,12,2023
100366,2016,Electronics,3936,3,15,Debit Card,Returned,Chennai,2024-01-01,11808,1771.2,10036.8,1,2024
100367,4643,Beauty,3993,2,5,UPI,Delivered,Delhi,2024-01-02,7986,399.3,7586.7,1,2024
100368,1880,Electronics,2136,7,0,Credit Card,Returned,Chennai,2024-01-03,14952,0.0,14952.0,1,2024
100369,3049,Clothing,4557,7,5,Cash,Returned,Pune,2024-01-04,31899,1594.95,30304.05,1,2024
100370,3944,Electronics,929,4,5,Credit Card,Delivered,Mumbai,2024-01-05,3716,185.8,3530.2,1,2024
100371,2327,Beauty,4578,9,15,UPI,Returned,Bangalore,2024-01-06,41202,6180.3,35021.7,1,2024
100372,3301,Sports,3651,8,0,Credit Card,Delivered,Pune,2024-01-07,29208,0.0,29208.0,1,2024
100373,4723,Electronics,4657,1,5,UPI,Cancelled,Mumbai,2024-01-08,4657,232.85,4424.15,1,2024
100374,1452,Electronics,4736,1,20,Cash,Delivered,Mumbai,2024-01-09,4736,947.2,3788.8,1,2024
100375,4108,Home,2340,5,10,Credit Card,Delivered,Bangalore,2024-01-10,11700,1170.0,10530.0,1,2024
100376,2183,Sports,1844,6,5,Credit Card,Returned,Delhi,2024-01-11,11064,553.2,10510.8,1,2024
100377,4062,Clothing,3000,3,0,UPI,Cancelled,Pune,2024-01-12,9000,0.0,9000.0,1,2024
100378,3056,Beauty,341,9,5,UPI,Delivered,Bangalore,2024-01-13,3069,153.45,2915.55,1,2024
100379,4304,Clothing,1655,6,10,Debit Card,Cancelled,Bangalore,2024-01-14,9930,993.0,8937.0,1,2024
100380,4170,Sports,4996,4,0,UPI,Cancelled,Delhi,2024-01-15,19984,0.0,19984.0,1,2024
100381,2682,Electronics,2296,7,15,UPI,Returned,Pune,2024-01-16,16072,2410.8,13661.2,1,2024
100382,3863,Electronics,1525,8,0,Debit Card,Delivered,Bangalore,2024-01-17,12200,0.0,12200.0,1,2024
100383,3255,Sports,1413,9,15,UPI,Returned,Delhi,2024-01-18,12717,1907.55,10809.45,1,2024
100384,2154,Electronics,1359,6,0,UPI,Delivered,Pune,2024-01-19,8154,0.0,8154.0,1,2024
100385,1403,Electronics,4850,6,10,Debit Card,Cancelled,Chennai,2024-01-20,29100,2910.0,26190.0,1,2024
100386,3199,Electronics,4699,8,10,Cash,Delivered,Mumbai,2024-01-21,37592,3759.2,33832.8,1,2024
100387,3101,Beauty,4897,5,0,Cash,Delivered,Delhi,2024-01-22,24485,0.0,24485.0,1,2024
100388,4191,Beauty,540,3,5,UPI,Cancelled,Mumbai,2024-01-23,1620,81.0,1539.0,1,2024
100389,2696,Home,4028,3,10,UPI,Cancelled,Chennai,2024-01-24,12084,1208.4,10875.6,1,2024
100390,4991,Clothing,2168,6,15,Debit Card,Delivered,Bangalore,2024-01-25,13008,1951.2,11056.8,1,2024
100391,1627,Sports,903,2,15,Debit Card,Returned,Bangalore,2024-01-26,1806,270.9,1535.1,1,2024
100392,1586,Sports,4613,6,20,Cash,Delivered,Pune,2024-01-27,27678,5535.6,22142.4,1,2024
100393,2648,Sports,2629,6,15,Credit Card,Cancelled,Delhi,2024-01-28,15774,2366.1,13407.9,1,2024
100394,2443,Home,2000,8,20,UPI,Returned,Delhi,2024-01-29,16000,3200.0,12800.0,1,2024
100395,2445,Beauty,4848,7,0,Credit Card,Cancelled,Pune,2024-01-30,33936,0.0,33936.0,1,2024
100396,1103,Home,1055,8,0,Credit Card,Cancelled,Mumbai,2024-01-31,8440,0.0,8440.0,1,2024
100397,4923,Sports,2012,9,0,Debit Card,Returned,Bangalore,2024-02-01,18108,0.0,18108.0,2,2024
100398,1253,Clothing,3066,6,5,UPI,Cancelled,Bangalore,2024-02-02,18396,919.8,17476.2,2,2024
100399,4298,Electronics,3842,3,5,UPI,Cancelled,Delhi,2024-02-03,11526,576.3,10949.7,2,2024
100400,4183,Beauty,382,3,20,Debit Card,Cancelled,Delhi,2024-02-04,1146,229.2,916.8,2,2024
100401,3557,Beauty,3312,1,15,Credit Card,Cancelled,Pune,2024-02-05,3312,496.8,2815.2,2,2024
100402,2496,Home,4692,5,15,Debit Card,Cancelled,Chennai,2024-02-06,23460,3519.0,19941.0,2,2024
100403,1098,Beauty,1717,4,0,Cash,Cancelled,Mumbai,2024-02-07,6868,0.0,6868.0,2,2024
100404,3200,Sports,1556,9,10,UPI,Cancelled,Chennai,2024-02-08,14004,1400.4,12603.6,2,2024
100405,2884,Sports,2374,9,5,Cash,Cancelled,Chennai,2024-02-09,21366,1068.3,20297.7,2,2024
100406,3961,Home,3829,5,5,Debit Card,Cancelled,Delhi,2024-02-10,19145,957.25,18187.75,2,2024
100407,2919,Sports,3828,4,0,UPI,Delivered,Delhi,2024-02-11,15312,0.0,15312.0,2,2024
100408,1877,Clothing,4296,7,5,Cash,Delivered,Delhi,2024-02-12,30072,1503.6,28568.4,2,2024
100409,1337,Home,3439,6,0,Cash,Cancelled,Chennai,2024-02-13,20634,0.0,20634.0,2,2024
100410,4777,Clothing,3891,4,20,Credit Card,Delivered,Mumbai,2024-02-14,15564,3112.8,12451.2,2,2024
100411,3869,Electronics,218,2,15,UPI,Returned,Delhi,2024-02-15,436,65.4,370.6,2,2024
100412,4234,Clothing,3603,1,10,Cash,Delivered,Bangalore,2024-02-16,3603,360.3,3242.7,2,2024
100413,4791,Electronics,4879,4,15,Cash,Cancelled,Mumbai,2024-02-17,19516,2927.4,16588.6,2,2024
100414,1956,Electronics,4751,4,15,Credit Card,Cancelled,Bangalore,2024-02-18,19004,2850.6,16153.4,2,2024
100415,2704,Clothing,3204,1,20,Cash,Delivered,Mumbai,2024-02-19,3204,640.8,2563.2,2,2024
100416,1160,Home,1332,6,5,Cash,Cancelled,Delhi,2024-02-20,7992,399.6,7592.4,2,2024
100417,2603,Sports,3539,4,10,Cash,Returned,Pune,2024-02-21,14156,1415.6,12740.4,2,2024
100418,3848,Sports,3511,1,5,Credit Card,Returned,Delhi,2024-02-22,3511,175.55,3335.45,2,2024
100419,1397,Electronics,3572,1,15,Cash,Cancelled,Chennai,2024-02-23,3572,535.8,3036.2,2,2024
100420,2300,Electronics,1187,1,0,Cash,Returned,Chennai,2024-02-24,1187,0.0,1187.0,2,2024
100421,1815,Home,3521,8,15,UPI,Returned,Mumbai,2024-02-25,28168,4225.2,23942.8,2,2024
100422,4987,Beauty,4815,8,5,UPI,Delivered,Chennai,2024-02-26,38520,1926.0,36594.0,2,2024
100423,2527,Clothing,373,2,15,Credit Card,Returned,Delhi,2024-02-27,746,111.9,634.1,2,2024
100424,2919,Electronics,3941,7,0,Debit Card,Delivered,Bangalore,2024-02-28,27587,0.0,27587.0,2,2024
100425,2415,Sports,3252,8,20,UPI,Cancelled,Delhi,2024-02-29,26016,5203.2,20812.8,2,2024
100426,2158,Home,926,8,5,Credit Card,Delivered,Mumbai,2024-03-01,7408,370.4,7037.6,3,2024
100427,2218,Clothing,3960,7,15,Cash,Cancelled,Chennai,2024-03-02,27720,4158.0,23562.0,3,2024
100428,1400,Home,2075,5,5,Cash,Cancelled,Bangalore,2024-03-03,10375,518.75,9856.25,3,2024
100429,1639,Clothing,4233,1,20,Credit Card,Cancelled,Pune,2024-03-04,4233,846.6,3386.4,3,2024
100430,4104,Clothing,1189,9,15,Cash,Cancelled,Bangalore,2024-03-05,10701,1605.15,9095.85,3,2024
100431,3735,Electronics,3944,7,15,Cash,Cancelled,Bangalore,2024-03-06,27608,4141.2,23466.8,3,2024
100432,1459,Home,2886,2,5,Debit Card,Delivered,Delhi,2024-03-07,5772,288.6,5483.4,3,2024
100433,1954,Home,619,6,5,Cash,Cancelled,Pune,2024-03-08,3714,185.7,3528.3,3,2024
100434,4954,Sports,793,2,0,UPI,Returned,Mumbai,2024-03-09,1586,0.0,1586.0,3,2024
100435,1469,Sports,1974,1,20,Cash,Returned,Mumbai,2024-03-10,1974,394.8,1579.2,3,2024
100436,4446,Electronics,2659,7,0,Credit Card,Cancelled,Bangalore,2024-03-11,18613,0.0,18613.0,3,2024
100437,2045,Electronics,1135,2,15,Debit Card,Returned,Bangalore,2024-03-12,2270,340.5,1929.5,3,2024
100438,3797,Beauty,4008,2,5,Cash,Delivered,Chennai,2024-03-13,8016,400.8,7615.2,3,2024
100439,2693,Sports,531,5,15,Credit Card,Delivered,Pune,2024-03-14,2655,398.25,2256.75,3,2024
100440,3085,Clothing,3649,5,15,UPI,Cancelled,Bangalore,2024-03-15,18245,2736.75,15508.25,3,2024
100441,3277,Home,2902,7,10,Cash,Cancelled,Chennai,2024-03-16,20314,2031.4,18282.6,3,2024
100442,4436,Electronics,4206,1,10,Debit Card,Cancelled,Pune,2024-03-17,4206,420.6,3785.4,3,2024
100443,1562,Home,4068,8,15,Cash,Returned,Mumbai,2024-03-18,32544,4881.6,27662.4,3,2024
100444,3485,Home,4400,3,5,Credit Card,Returned,Chennai,2024-03-19,13200,660.0,12540.0,3,2024
100445,2799,Beauty,401,4,15,Debit Card,Delivered,Pune,2024-03-20,1604,240.6,1363.4,3,2024
100446,4354,Sports,2697,9,10,Cash,Returned,Chennai,2024-03-21,24273,2427.3,21845.7,3,2024
100447,3074,Electronics,2042,4,5,UPI,Delivered,Bangalore,2024-03-22,8168,408.4,7759.6,3,2024
100448,1225,Home,2066,5,15,Debit Card,Returned,Delhi,2024-03-23,10330,1549.5,8780.5,3,2024
100449,4348,Electronics,2196,7,20,UPI,Delivered,Mumbai,2024-03-24,15372,3074.4,12297.6,3,2024
100450,1797,Clothing,1109,4,20,Credit Card,Cancelled,Bangalore,2024-03-25,4436,887.2,3548.8,3,2024
100451,4680,Beauty,4505,1,15,Cash,Returned,Bangalore,2024-03-26,4505,675.75,3829.25,3,2024
100452,3331,Clothing,4858,9,5,UPI,Delivered,Pune,2024-03-27,43722,2186.1,41535.9,3,2024
100453,3926,Electronics,3389,4,15,Credit Card,Returned,Chennai,2024-03-28,13556,2033.4,11522.6,3,2024
100454,1959,Electronics,970,9,15,Cash,Cancelled,Mumbai,2024-03-29,8730,1309.5,7420.5,3,2024
100455,2504,Sports,3355,6,10,Credit Card,Delivered,Bangalore,2024-03-30,20130,2013.0,18117.0,3,2024
100456,1452,Home,2701,1,20,UPI,Returned,Pune,2024-03-31,2701,540.2,2160.8,3,2024
100457,4067,Home,2914,3,10,Credit Card,Returned,Mumbai,2024-04-01,8742,874.2,7867.8,4,2024
100458,4900,Clothing,4924,2,10,Debit Card,Cancelled,Chennai,2024-04-02,9848,984.8,8863.2,4,2024
100459,1815,Beauty,3785,9,15,Cash,Cancelled,Bangalore,2024-04-03,34065,5109.75,28955.25,4,2024
100460,1658,Home,1828,1,10,Credit Card,Delivered,Bangalore,2024-04-04,1828,182.8,1645.2,4,2024
100461,4587,Sports,586,9,20,UPI,Returned,Bangalore,2024-04-05,5274,1054.8,4219.2,4,2024
100462,1546,Clothing,3621,9,10,Cash,Returned,Mumbai,2024-04-06,32589,3258.9,29330.1,4,2024
100463,2215,Clothing,4208,8,20,Debit Card,Cancelled,Mumbai,2024-04-07,33664,6732.8,26931.2,4,2024
100464,4120,Sports,4293,8,10,Cash,Cancelled,Mumbai,2024-04-08,34344,3434.4,30909.6,4,2024
100465,4583,Beauty,4563,1,20,Debit Card,Delivered,Mumbai,2024-04-09,4563,912.6,3650.4,4,2024
100466,1016,Sports,2666,8,10,Cash,Returned,Pune,2024-04-10,21328,2132.8,19195.2,4,2024
100467,4243,Beauty,2482,3,10,Credit Card,Returned,Delhi,2024-04-11,7446,744.6,6701.4,4,2024
100468,2243,Sports,2056,7,5,Credit Card,Delivered,Pune,2024-04-12,14392,719.6,13672.4,4,2024
100469,3205,Sports,2198,1,20,UPI,Delivered,Bangalore,2024-04-13,2198,439.6,1758.4,4,2024
100470,3524,Electronics,1436,1,20,Debit Card,Cancelled,Pune,2024-04-14,1436,287.2,1148.8,4,2024
100471,2069,Clothing,4869,5,20,UPI,Cancelled,Chennai,2024-04-15,24345,4869.0,19476.0,4,2024
100472,4444,Sports,4344,5,0,Credit Card,Delivered,Mumbai,2024-04-16,21720,0.0,21720.0,4,2024
100473,3565,Sports,1350,8,10,Debit Card,Delivered,Chennai,2024-04-17,10800,1080.0,9720.0,4,2024
100474,3146,Home,4518,7,20,UPI,Returned,Chennai,2024-04-18,31626,6325.2,25300.8,4,2024
100475,4963,Clothing,1631,8,0,UPI,Delivered,Bangalore,2024-04-19,13048,0.0,13048.0,4,2024
100476,2768,Home,2019,6,5,UPI,Delivered,Mumbai,2024-04-20,12114,605.7,11508.3,4,2024
100477,2060,Clothing,2524,6,20,UPI,Returned,Chennai,2024-04-21,15144,3028.8,12115.2,4,2024
100478,3327,Home,1330,2,20,UPI,Delivered,Bangalore,2024-04-22,2660,532.0,2128.0,4,2024
100479,4420,Sports,2858,6,0,Debit Card,Cancelled,Mumbai,2024-04-23,17148,0.0,17148.0,4,2024
100480,3544,Sports,3700,5,10,UPI,Cancelled,Delhi,2024-04-24,18500,1850.0,16650.0,4,2024
100481,1301,Electronics,574,3,5,Debit Card,Returned,Bangalore,2024-04-25,1722,86.1,1635.9,4,2024
100482,1180,Home,2320,6,20,UPI,Delivered,Pune,2024-04-26,13920,2784.0,11136.0,4,2024
100483,1606,Beauty,4220,8,10,Credit Card,Cancelled,Mumbai,2024-04-27,33760,3376.0,30384.0,4,2024
100484,4170,Electronics,2221,9,5,Credit Card,Cancelled,Chennai,2024-04-28,19989,999.45,18989.55,4,2024
100485,1699,Home,3905,1,15,UPI,Cancelled,Chennai,2024-04-29,3905,585.75,3319.25,4,2024
100486,1992,Home,3459,3,15,Cash,Cancelled,Pune,2024-04-30,10377,1556.55,8820.45,4,2024
